"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
1576,"CA-2014-101602","2014-12-15","2014-12-18","First Class","MC-18100","FUR-CH-10004675","763.28",5,"0.3","-21.808"
5584,"CA-2014-116673","2014-12-15","2014-12-19","Second Class","JO-15280","FUR-FU-10003829","6.16",2,"0","1.9712"
7007,"CA-2014-119466","2014-12-15","2014-12-21","Standard Class","SP-20860","FUR-FU-10001546","8.544",2,"0.6","-7.476"
5584,"CA-2014-116673","2014-12-15","2014-12-19","Second Class","JO-15280","FUR-FU-10003829","6.16",2,"0","1.9712"
7484,"CA-2014-129938","2014-12-15","2014-12-17","Second Class","EB-13705","FUR-CH-10003774","445.802",7,"0.3","-108.2662"
1576,"CA-2014-101602","2014-12-15","2014-12-18","First Class","MC-18100","FUR-CH-10004675","763.28",5,"0.3","-21.808"
1575,"CA-2014-101602","2014-12-15","2014-12-18","First Class","MC-18100","TEC-PH-10000169","40.68",3,"0.2","-9.153"
1575,"CA-2014-101602","2014-12-15","2014-12-18","First Class","MC-18100","TEC-PH-10000169","40.68",3,"0.2","-9.153"
6627,"CA-2014-145541","2014-12-14","2014-12-21","Standard Class","TB-21400","TEC-MA-10001127","6999.96",4,"0","2239.9872"
5703,"US-2014-123519","2014-12-14","2014-12-21","Standard Class","SS-20875","OFF-AR-10003829","2.624",1,"0.2","0.2952"
5704,"US-2014-123519","2014-12-14","2014-12-21","Standard Class","SS-20875","FUR-TA-10002645","136.53",1,"0.4","-52.3365"
5703,"US-2014-123519","2014-12-14","2014-12-21","Standard Class","SS-20875","OFF-AR-10003829","2.624",1,"0.2","0.2952"
5704,"US-2014-123519","2014-12-14","2014-12-21","Standard Class","SS-20875","FUR-TA-10002645","136.53",1,"0.4","-52.3365"
5705,"US-2014-123519","2014-12-14","2014-12-21","Standard Class","SS-20875","TEC-AC-10003033","263.96",1,"0.2","42.8935"
5705,"US-2014-123519","2014-12-14","2014-12-21","Standard Class","SS-20875","TEC-AC-10003033","263.96",1,"0.2","42.8935"
1973,"CA-2014-148950","2014-12-14","2014-12-19","Standard Class","JD-16015","OFF-BI-10001249","5.104",4,"0.8","-8.6768"
1974,"CA-2014-148950","2014-12-14","2014-12-19","Standard Class","JD-16015","OFF-FA-10003059","2.896",2,"0.2","0.4706"
5106,"CA-2014-116568","2014-12-14","2014-12-20","Standard Class","BM-11785","FUR-CH-10002439","186.304",4,"0.2","13.9728"
9512,"CA-2014-130575","2014-12-14","2014-12-16","First Class","CS-11845","OFF-BI-10002353","9.264",3,"0.8","-13.896"
6627,"CA-2014-145541","2014-12-14","2014-12-21","Standard Class","TB-21400","TEC-MA-10001127","6999.96",4,"0","2239.9872"
1975,"CA-2014-148950","2014-12-14","2014-12-19","Standard Class","JD-16015","TEC-AC-10002718","35.016",3,"0.2","-2.1885"
9512,"CA-2014-130575","2014-12-14","2014-12-16","First Class","CS-11845","OFF-BI-10002353","9.264",3,"0.8","-13.896"
1975,"CA-2014-148950","2014-12-14","2014-12-19","Standard Class","JD-16015","TEC-AC-10002718","35.016",3,"0.2","-2.1885"
1974,"CA-2014-148950","2014-12-14","2014-12-19","Standard Class","JD-16015","OFF-FA-10003059","2.896",2,"0.2","0.4706"
1973,"CA-2014-148950","2014-12-14","2014-12-19","Standard Class","JD-16015","OFF-BI-10001249","5.104",4,"0.8","-8.6768"
5106,"CA-2014-116568","2014-12-14","2014-12-20","Standard Class","BM-11785","FUR-CH-10002439","186.304",4,"0.2","13.9728"
4226,"US-2014-102631","2014-12-13","2014-12-17","Standard Class","EB-13840","FUR-FU-10003930","94.428",3,"0.6","-42.4926"
2492,"CA-2014-113579","2014-12-13","2014-12-15","Second Class","KD-16345","OFF-PA-10001457","90.24",6,"0","41.5104"
3592,"CA-2014-154186","2014-12-13","2014-12-15","Second Class","RA-19285","OFF-SU-10001574","2.92",1,"0.2","0.365"
8640,"CA-2014-129819","2014-12-13","2014-12-15","Second Class","KC-16675","OFF-BI-10004970","12.39",3,"0","5.8233"
2492,"CA-2014-113579","2014-12-13","2014-12-15","Second Class","KD-16345","OFF-PA-10001457","90.24",6,"0","41.5104"
6002,"CA-2014-124079","2014-12-13","2014-12-17","Standard Class","RF-19345","FUR-FU-10002553","87.96",3,"0.2","7.6965"
6003,"CA-2014-124079","2014-12-13","2014-12-17","Standard Class","RF-19345","OFF-BI-10002103","5.214",2,"0.7","-4.1712"
4226,"US-2014-102631","2014-12-13","2014-12-17","Standard Class","EB-13840","FUR-FU-10003930","94.428",3,"0.6","-42.4926"
6003,"CA-2014-124079","2014-12-13","2014-12-17","Standard Class","RF-19345","OFF-BI-10002103","5.214",2,"0.7","-4.1712"
8640,"CA-2014-129819","2014-12-13","2014-12-15","Second Class","KC-16675","OFF-BI-10004970","12.39",3,"0","5.8233"
3592,"CA-2014-154186","2014-12-13","2014-12-15","Second Class","RA-19285","OFF-SU-10001574","2.92",1,"0.2","0.365"
6002,"CA-2014-124079","2014-12-13","2014-12-17","Standard Class","RF-19345","FUR-FU-10002553","87.96",3,"0.2","7.6965"
3142,"US-2014-122959","2014-12-12","2014-12-12","Same Day","CY-12745","OFF-BI-10003650","210.392",2,"0.8","-336.6272"
1248,"CA-2014-168494","2014-12-12","2014-12-14","Second Class","NP-18700","FUR-BO-10004467","254.9745",3,"0.15","11.9988"
1248,"CA-2014-168494","2014-12-12","2014-12-14","Second Class","NP-18700","FUR-BO-10004467","254.9745",3,"0.15","11.9988"
2149,"CA-2014-141607","2014-12-12","2014-12-17","Standard Class","WB-21850","FUR-FU-10003975","43.31",1,"0","4.331"
4855,"CA-2014-113320","2014-12-12","2014-12-15","Second Class","LH-17155","OFF-ST-10000617","8.94",3,"0","0.6258"
3142,"US-2014-122959","2014-12-12","2014-12-12","Same Day","CY-12745","OFF-BI-10003650","210.392",2,"0.8","-336.6272"
4854,"CA-2014-113320","2014-12-12","2014-12-15","Second Class","LH-17155","FUR-FU-10004270","12.54",3,"0","4.5144"
4855,"CA-2014-113320","2014-12-12","2014-12-15","Second Class","LH-17155","OFF-ST-10000617","8.94",3,"0","0.6258"
4856,"CA-2014-113320","2014-12-12","2014-12-15","Second Class","LH-17155","FUR-FU-10001706","9.24",3,"0","4.4352"
5486,"CA-2014-107573","2014-12-12","2014-12-17","Standard Class","PB-19150","OFF-EN-10001099","23.472",3,"0.2","7.6284"
5486,"CA-2014-107573","2014-12-12","2014-12-17","Standard Class","PB-19150","OFF-EN-10001099","23.472",3,"0.2","7.6284"
1246,"CA-2014-168494","2014-12-12","2014-12-14","Second Class","NP-18700","FUR-TA-10004619","764.688",6,"0.2","95.586"
1247,"CA-2014-168494","2014-12-12","2014-12-14","Second Class","NP-18700","FUR-TA-10003473","3610.848",12,"0.2","135.4068"
2149,"CA-2014-141607","2014-12-12","2014-12-17","Standard Class","WB-21850","FUR-FU-10003975","43.31",1,"0","4.331"
1247,"CA-2014-168494","2014-12-12","2014-12-14","Second Class","NP-18700","FUR-TA-10003473","3610.848",12,"0.2","135.4068"
1246,"CA-2014-168494","2014-12-12","2014-12-14","Second Class","NP-18700","FUR-TA-10004619","764.688",6,"0.2","95.586"
4856,"CA-2014-113320","2014-12-12","2014-12-15","Second Class","LH-17155","FUR-FU-10001706","9.24",3,"0","4.4352"
4854,"CA-2014-113320","2014-12-12","2014-12-15","Second Class","LH-17155","FUR-FU-10004270","12.54",3,"0","4.5144"
5999,"US-2014-112991","2014-12-10","2014-12-14","Standard Class","SH-19975","FUR-CH-10001708","338.352",3,"0.2","4.2294"
6000,"US-2014-112991","2014-12-10","2014-12-14","Standard Class","SH-19975","OFF-PA-10000019","25.92",4,"0","12.4416"
873,"CA-2014-148488","2014-12-10","2014-12-15","Standard Class","SM-20005","OFF-PA-10004470","11.36",2,"0","5.2256"
873,"CA-2014-148488","2014-12-10","2014-12-15","Standard Class","SM-20005","OFF-PA-10004470","11.36",2,"0","5.2256"
874,"CA-2014-148488","2014-12-10","2014-12-15","Standard Class","SM-20005","OFF-BI-10000315","106.344",7,"0.2","37.2204"
6001,"US-2014-112991","2014-12-10","2014-12-14","Standard Class","SH-19975","OFF-PA-10002222","91.36",4,"0","42.0256"
874,"CA-2014-148488","2014-12-10","2014-12-15","Standard Class","SM-20005","OFF-BI-10000315","106.344",7,"0.2","37.2204"
6001,"US-2014-112991","2014-12-10","2014-12-14","Standard Class","SH-19975","OFF-PA-10002222","91.36",4,"0","42.0256"
6000,"US-2014-112991","2014-12-10","2014-12-14","Standard Class","SH-19975","OFF-PA-10000019","25.92",4,"0","12.4416"
5999,"US-2014-112991","2014-12-10","2014-12-14","Standard Class","SH-19975","FUR-CH-10001708","338.352",3,"0.2","4.2294"
7853,"CA-2014-169649","2014-12-09","2014-12-15","Standard Class","TS-21205","OFF-AP-10003287","20.388",2,"0.8","-53.0088"
7443,"CA-2014-109932","2014-12-09","2014-12-11","First Class","VP-21760","OFF-PA-10001804","10.688",2,"0.2","3.7408"
7444,"CA-2014-109932","2014-12-09","2014-12-11","First Class","VP-21760","OFF-ST-10000036","237.096",3,"0.2","20.7459"
889,"CA-2014-104976","2014-12-09","2014-12-16","Standard Class","CK-12760","OFF-PA-10003845","34.68",6,"0","16.9932"
7444,"CA-2014-109932","2014-12-09","2014-12-11","First Class","VP-21760","OFF-ST-10000036","237.096",3,"0.2","20.7459"
7443,"CA-2014-109932","2014-12-09","2014-12-11","First Class","VP-21760","OFF-PA-10001804","10.688",2,"0.2","3.7408"
4565,"CA-2014-101175","2014-12-09","2014-12-14","Standard Class","DM-12955","OFF-ST-10004950","100.704",6,"0.2","-1.2588"
4565,"CA-2014-101175","2014-12-09","2014-12-14","Standard Class","DM-12955","OFF-ST-10004950","100.704",6,"0.2","-1.2588"
7852,"CA-2014-169649","2014-12-09","2014-12-15","Standard Class","TS-21205","OFF-PA-10000143","8.448",2,"0.2","2.9568"
7852,"CA-2014-169649","2014-12-09","2014-12-15","Standard Class","TS-21205","OFF-PA-10000143","8.448",2,"0.2","2.9568"
889,"CA-2014-104976","2014-12-09","2014-12-16","Standard Class","CK-12760","OFF-PA-10003845","34.68",6,"0","16.9932"
7853,"CA-2014-169649","2014-12-09","2014-12-15","Standard Class","TS-21205","OFF-AP-10003287","20.388",2,"0.8","-53.0088"
8123,"CA-2014-138128","2014-12-09","2014-12-15","Standard Class","FP-14320","OFF-EN-10002500","30.672",3,"0.2","9.585"
8124,"CA-2014-138128","2014-12-09","2014-12-15","Standard Class","FP-14320","TEC-CO-10001766","1079.976",4,"0.4","125.9972"
8123,"CA-2014-138128","2014-12-09","2014-12-15","Standard Class","FP-14320","OFF-EN-10002500","30.672",3,"0.2","9.585"
8124,"CA-2014-138128","2014-12-09","2014-12-15","Standard Class","FP-14320","TEC-CO-10001766","1079.976",4,"0.4","125.9972"
9213,"CA-2014-144071","2014-12-08","2014-12-15","Standard Class","DJ-13420","FUR-FU-10000397","39.88",2,"0","11.1664"
3666,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-BI-10001132","6.456",4,"0.7","-4.5192"
3667,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","TEC-PH-10003095","52.68",3,"0.2","19.755"
3668,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-SU-10000432","13.88",5,"0.2","-2.6025"
3672,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-ST-10001031","39.072",3,"0.2","2.9304"
3669,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","TEC-AC-10004227","103.92",10,"0.2","-18.186"
3670,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-LA-10004409","11.52",5,"0.2","3.744"
3669,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","TEC-AC-10004227","103.92",10,"0.2","-18.186"
9214,"CA-2014-144071","2014-12-08","2014-12-15","Standard Class","DJ-13420","FUR-FU-10000758","79.44",3,"0","28.5984"
3670,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-LA-10004409","11.52",5,"0.2","3.744"
3671,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-PA-10001569","10.368",2,"0.2","3.6288"
3665,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-LA-10001569","27.888",7,"0.2","9.0636"
3715,"CA-2014-135608","2014-12-08","2014-12-10","Second Class","JK-15625","OFF-PA-10001954","45.68",2,"0","21.0128"
3671,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-PA-10001569","10.368",2,"0.2","3.6288"
3716,"CA-2014-135608","2014-12-08","2014-12-10","Second Class","JK-15625","FUR-CH-10002602","603.92",5,"0.2","45.294"
1794,"CA-2014-104773","2014-12-08","2014-12-13","Standard Class","TB-21175","OFF-ST-10000777","60.416",2,"0.2","6.0416"
3715,"CA-2014-135608","2014-12-08","2014-12-10","Second Class","JK-15625","OFF-PA-10001954","45.68",2,"0","21.0128"
3672,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-ST-10001031","39.072",3,"0.2","2.9304"
3665,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-LA-10001569","27.888",7,"0.2","9.0636"
1794,"CA-2014-104773","2014-12-08","2014-12-13","Standard Class","TB-21175","OFF-ST-10000777","60.416",2,"0.2","6.0416"
3716,"CA-2014-135608","2014-12-08","2014-12-10","Second Class","JK-15625","FUR-CH-10002602","603.92",5,"0.2","45.294"
3666,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-BI-10001132","6.456",4,"0.7","-4.5192"
3667,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","TEC-PH-10003095","52.68",3,"0.2","19.755"
3668,"CA-2014-129364","2014-12-08","2014-12-13","Standard Class","TB-21250","OFF-SU-10000432","13.88",5,"0.2","-2.6025"
9214,"CA-2014-144071","2014-12-08","2014-12-15","Standard Class","DJ-13420","FUR-FU-10000758","79.44",3,"0","28.5984"
9213,"CA-2014-144071","2014-12-08","2014-12-15","Standard Class","DJ-13420","FUR-FU-10000397","39.88",2,"0","11.1664"
7237,"CA-2014-138737","2014-12-07","2014-12-10","First Class","FP-14320","OFF-AR-10003190","8.64",3,"0","2.4192"
5279,"CA-2014-159681","2014-12-07","2014-12-13","Standard Class","PO-18850","OFF-PA-10003641","105.52",4,"0","48.5392"
8945,"CA-2014-154592","2014-12-07","2014-12-08","First Class","EH-14005","OFF-PA-10000062","164.88",3,"0","80.7912"
8945,"CA-2014-154592","2014-12-07","2014-12-08","First Class","EH-14005","OFF-PA-10000062","164.88",3,"0","80.7912"
7237,"CA-2014-138737","2014-12-07","2014-12-10","First Class","FP-14320","OFF-AR-10003190","8.64",3,"0","2.4192"
5279,"CA-2014-159681","2014-12-07","2014-12-13","Standard Class","PO-18850","OFF-PA-10003641","105.52",4,"0","48.5392"
8091,"CA-2014-101392","2014-12-07","2014-12-13","Standard Class","AS-10630","OFF-ST-10000532","269.36",7,"0","70.0336"
8091,"CA-2014-101392","2014-12-07","2014-12-13","Standard Class","AS-10630","OFF-ST-10000532","269.36",7,"0","70.0336"
5097,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","FUR-FU-10002088","10.776",3,"0.6","-4.8492"
2720,"CA-2014-110030","2014-12-06","2014-12-08","Second Class","LF-17185","FUR-FU-10002759","23.976",3,"0.6","-14.3856"
2984,"US-2014-112872","2014-12-06","2014-12-11","Second Class","RC-19960","OFF-ST-10002205","53.424",3,"0.2","4.6746"
2985,"US-2014-112872","2014-12-06","2014-12-11","Second Class","RC-19960","FUR-TA-10003238","275.49",1,"0.5","-170.8038"
5098,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","OFF-BI-10004965","4.6",2,"0.8","-8.05"
7066,"CA-2014-106726","2014-12-06","2014-12-08","First Class","RS-19765","OFF-ST-10001496","1261.33",7,"0","327.9458"
2720,"CA-2014-110030","2014-12-06","2014-12-08","Second Class","LF-17185","FUR-FU-10002759","23.976",3,"0.6","-14.3856"
5094,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","OFF-AP-10004036","14.016",4,"0.8","-31.536"
5095,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","FUR-TA-10004086","214.95",5,"0.5","-120.372"
5096,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","TEC-PH-10000307","35.04",4,"0.2","-7.008"
5097,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","FUR-FU-10002088","10.776",3,"0.6","-4.8492"
5098,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","OFF-BI-10004965","4.6",2,"0.8","-8.05"
5099,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","OFF-ST-10002485","35.168",2,"0.2","-8.3524"
5096,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","TEC-PH-10000307","35.04",4,"0.2","-7.008"
7761,"CA-2014-155390","2014-12-06","2014-12-11","Standard Class","BG-11035","OFF-PA-10003641","42.208",2,"0.2","13.7176"
5099,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","OFF-ST-10002485","35.168",2,"0.2","-8.3524"
5095,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","FUR-TA-10004086","214.95",5,"0.5","-120.372"
2984,"US-2014-112872","2014-12-06","2014-12-11","Second Class","RC-19960","OFF-ST-10002205","53.424",3,"0.2","4.6746"
2985,"US-2014-112872","2014-12-06","2014-12-11","Second Class","RC-19960","FUR-TA-10003238","275.49",1,"0.5","-170.8038"
7761,"CA-2014-155390","2014-12-06","2014-12-11","Standard Class","BG-11035","OFF-PA-10003641","42.208",2,"0.2","13.7176"
7066,"CA-2014-106726","2014-12-06","2014-12-08","First Class","RS-19765","OFF-ST-10001496","1261.33",7,"0","327.9458"
5094,"US-2014-140452","2014-12-06","2014-12-10","Standard Class","BK-11260","OFF-AP-10004036","14.016",4,"0.8","-31.536"
68,"CA-2014-106376","2014-12-05","2014-12-10","Standard Class","BS-11590","OFF-AR-10002671","1113.024",8,"0.2","111.3024"
7570,"CA-2014-133830","2014-12-05","2014-12-10","Standard Class","RL-19615","OFF-PA-10001363","49.12",4,"0","23.0864"
7569,"CA-2014-133830","2014-12-05","2014-12-10","Standard Class","RL-19615","OFF-AR-10003045","26.46",9,"0","11.907"
5572,"CA-2014-151162","2014-12-05","2014-12-09","Standard Class","EA-14035","OFF-PA-10001033","98.376",3,"0.2","35.6613"
5573,"CA-2014-151162","2014-12-05","2014-12-09","Standard Class","EA-14035","OFF-BI-10003719","29.94",4,"0.7","-23.952"
5574,"CA-2014-151162","2014-12-05","2014-12-09","Standard Class","EA-14035","OFF-PA-10003036","17.472",3,"0.2","5.6784"
5378,"CA-2014-125542","2014-12-05","2014-12-07","First Class","NB-18655","OFF-EN-10000056","348.488",7,"0.2","117.6147"
68,"CA-2014-106376","2014-12-05","2014-12-10","Standard Class","BS-11590","OFF-AR-10002671","1113.024",8,"0.2","111.3024"
69,"CA-2014-106376","2014-12-05","2014-12-10","Standard Class","BS-11590","TEC-PH-10002726","167.968",4,"0.2","62.988"
5379,"CA-2014-125542","2014-12-05","2014-12-07","First Class","NB-18655","OFF-ST-10001469","172.736",4,"0.2","-30.2288"
5576,"CA-2014-151162","2014-12-05","2014-12-09","Standard Class","EA-14035","TEC-PH-10001809","179.94",2,"0.4","-44.985"
7569,"CA-2014-133830","2014-12-05","2014-12-10","Standard Class","RL-19615","OFF-AR-10003045","26.46",9,"0","11.907"
5575,"CA-2014-151162","2014-12-05","2014-12-09","Standard Class","EA-14035","TEC-PH-10001870","36.738",1,"0.4","-9.1845"
921,"CA-2014-138296","2014-12-05","2014-12-12","Standard Class","RC-19825","OFF-ST-10002444","24.56",2,"0","6.8768"
7571,"CA-2014-133830","2014-12-05","2014-12-10","Standard Class","RL-19615","OFF-FA-10002280","15",3,"0","7.2"
69,"CA-2014-106376","2014-12-05","2014-12-10","Standard Class","BS-11590","TEC-PH-10002726","167.968",4,"0.2","62.988"
7571,"CA-2014-133830","2014-12-05","2014-12-10","Standard Class","RL-19615","OFF-FA-10002280","15",3,"0","7.2"
5572,"CA-2014-151162","2014-12-05","2014-12-09","Standard Class","EA-14035","OFF-PA-10001033","98.376",3,"0.2","35.6613"
5573,"CA-2014-151162","2014-12-05","2014-12-09","Standard Class","EA-14035","OFF-BI-10003719","29.94",4,"0.7","-23.952"
5575,"CA-2014-151162","2014-12-05","2014-12-09","Standard Class","EA-14035","TEC-PH-10001870","36.738",1,"0.4","-9.1845"
7570,"CA-2014-133830","2014-12-05","2014-12-10","Standard Class","RL-19615","OFF-PA-10001363","49.12",4,"0","23.0864"
5574,"CA-2014-151162","2014-12-05","2014-12-09","Standard Class","EA-14035","OFF-PA-10003036","17.472",3,"0.2","5.6784"
5378,"CA-2014-125542","2014-12-05","2014-12-07","First Class","NB-18655","OFF-EN-10000056","348.488",7,"0.2","117.6147"
5379,"CA-2014-125542","2014-12-05","2014-12-07","First Class","NB-18655","OFF-ST-10001469","172.736",4,"0.2","-30.2288"
181,"CA-2014-166191","2014-12-05","2014-12-09","Second Class","DK-13150","OFF-ST-10003455","24.816",2,"0.2","1.8612"
7715,"CA-2014-150203","2014-12-05","2014-12-07","First Class","JB-15925","OFF-AP-10001469","250.26",6,"0","72.5754"
182,"CA-2014-166191","2014-12-05","2014-12-09","Second Class","DK-13150","TEC-AC-10004659","408.744",7,"0.2","76.6395"
5576,"CA-2014-151162","2014-12-05","2014-12-09","Standard Class","EA-14035","TEC-PH-10001809","179.94",2,"0.4","-44.985"
921,"CA-2014-138296","2014-12-05","2014-12-12","Standard Class","RC-19825","OFF-ST-10002444","24.56",2,"0","6.8768"
182,"CA-2014-166191","2014-12-05","2014-12-09","Second Class","DK-13150","TEC-AC-10004659","408.744",7,"0.2","76.6395"
7715,"CA-2014-150203","2014-12-05","2014-12-07","First Class","JB-15925","OFF-AP-10001469","250.26",6,"0","72.5754"
181,"CA-2014-166191","2014-12-05","2014-12-09","Second Class","DK-13150","OFF-ST-10003455","24.816",2,"0.2","1.8612"
2716,"CA-2014-127187","2014-12-04","2014-12-08","Standard Class","CP-12085","TEC-PH-10000673","129.98",2,"0","62.3904"
2716,"CA-2014-127187","2014-12-04","2014-12-08","Standard Class","CP-12085","TEC-PH-10000673","129.98",2,"0","62.3904"
2623,"CA-2014-164861","2014-12-03","2014-12-06","Second Class","MC-17635","OFF-PA-10001972","25.92",4,"0","12.4416"
1983,"CA-2014-122749","2014-12-03","2014-12-09","Standard Class","NG-18430","TEC-PH-10003811","479.96",4,"0","134.3888"
2623,"CA-2014-164861","2014-12-03","2014-12-06","Second Class","MC-17635","OFF-PA-10001972","25.92",4,"0","12.4416"
1983,"CA-2014-122749","2014-12-03","2014-12-09","Standard Class","NG-18430","TEC-PH-10003811","479.96",4,"0","134.3888"
9003,"CA-2014-103807","2014-12-02","2014-12-09","Standard Class","EM-13825","OFF-PA-10002195","15.24",3,"0","7.1628"
2789,"US-2014-117744","2014-12-02","2014-12-06","Standard Class","MD-17860","OFF-AR-10000940","16.464",7,"0.2","1.4406"
708,"CA-2014-112158","2014-12-02","2014-12-04","First Class","DP-13165","TEC-AC-10003628","119.96",4,"0","52.7824"
9002,"CA-2014-103807","2014-12-02","2014-12-09","Standard Class","EM-13825","TEC-AC-10000199","5.95",1,"0","0.833"
2788,"US-2014-117744","2014-12-02","2014-12-06","Standard Class","MD-17860","FUR-FU-10001588","58.36",5,"0.6","-24.803"
2789,"US-2014-117744","2014-12-02","2014-12-06","Standard Class","MD-17860","OFF-AR-10000940","16.464",7,"0.2","1.4406"
6252,"CA-2014-101147","2014-12-02","2014-12-04","First Class","MC-17575","OFF-AP-10004249","2.394",1,"0.8","-6.3441"
6252,"CA-2014-101147","2014-12-02","2014-12-04","First Class","MC-17575","OFF-AP-10004249","2.394",1,"0.8","-6.3441"
710,"CA-2014-112158","2014-12-02","2014-12-04","First Class","DP-13165","OFF-BI-10000050","46.72",8,"0.2","15.768"
6600,"CA-2014-154095","2014-12-02","2014-12-07","Standard Class","ON-18715","FUR-FU-10003849","60.72",3,"0","23.6808"
6601,"CA-2014-154095","2014-12-02","2014-12-07","Standard Class","ON-18715","OFF-PA-10002923","146.82",3,"0","73.41"
6602,"CA-2014-154095","2014-12-02","2014-12-07","Standard Class","ON-18715","FUR-CH-10004754","239.84",8,"0","64.7568"
6603,"CA-2014-154095","2014-12-02","2014-12-07","Standard Class","ON-18715","OFF-LA-10000634","15.66",6,"0","7.2036"
709,"CA-2014-112158","2014-12-02","2014-12-04","First Class","DP-13165","FUR-BO-10003272","883.92",5,"0.2","-110.49"
2790,"US-2014-117744","2014-12-02","2014-12-06","Standard Class","MD-17860","FUR-FU-10002759","39.96",5,"0.6","-23.976"
6603,"CA-2014-154095","2014-12-02","2014-12-07","Standard Class","ON-18715","OFF-LA-10000634","15.66",6,"0","7.2036"
6602,"CA-2014-154095","2014-12-02","2014-12-07","Standard Class","ON-18715","FUR-CH-10004754","239.84",8,"0","64.7568"
708,"CA-2014-112158","2014-12-02","2014-12-04","First Class","DP-13165","TEC-AC-10003628","119.96",4,"0","52.7824"
6601,"CA-2014-154095","2014-12-02","2014-12-07","Standard Class","ON-18715","OFF-PA-10002923","146.82",3,"0","73.41"
6600,"CA-2014-154095","2014-12-02","2014-12-07","Standard Class","ON-18715","FUR-FU-10003849","60.72",3,"0","23.6808"
4876,"CA-2014-132864","2014-12-02","2014-12-07","Standard Class","KN-16390","TEC-AC-10001267","119.8",5,"0.2","29.95"
2788,"US-2014-117744","2014-12-02","2014-12-06","Standard Class","MD-17860","FUR-FU-10001588","58.36",5,"0.6","-24.803"
9003,"CA-2014-103807","2014-12-02","2014-12-09","Standard Class","EM-13825","OFF-PA-10002195","15.24",3,"0","7.1628"
9002,"CA-2014-103807","2014-12-02","2014-12-09","Standard Class","EM-13825","TEC-AC-10000199","5.95",1,"0","0.833"
709,"CA-2014-112158","2014-12-02","2014-12-04","First Class","DP-13165","FUR-BO-10003272","883.92",5,"0.2","-110.49"
2790,"US-2014-117744","2014-12-02","2014-12-06","Standard Class","MD-17860","FUR-FU-10002759","39.96",5,"0.6","-23.976"
4876,"CA-2014-132864","2014-12-02","2014-12-07","Standard Class","KN-16390","TEC-AC-10001267","119.8",5,"0.2","29.95"
710,"CA-2014-112158","2014-12-02","2014-12-04","First Class","DP-13165","OFF-BI-10000050","46.72",8,"0.2","15.768"
3199,"CA-2014-131527","2014-12-01","2014-12-07","Standard Class","TB-21280","TEC-PH-10001644","95.968",4,"0.2","9.5968"
8006,"CA-2014-143210","2014-12-01","2014-12-03","First Class","AA-10645","FUR-FU-10002268","9.82",2,"0","3.2406"
8005,"CA-2014-143210","2014-12-01","2014-12-03","First Class","AA-10645","FUR-FU-10003878","45.84",3,"0","15.5856"
2076,"CA-2014-131051","2014-12-01","2014-12-05","Standard Class","TR-21325","FUR-FU-10001861","58.2",3,"0","28.518"
8004,"CA-2014-143210","2014-12-01","2014-12-03","First Class","AA-10645","TEC-PH-10004434","271.9",2,"0","78.851"
8006,"CA-2014-143210","2014-12-01","2014-12-03","First Class","AA-10645","FUR-FU-10002268","9.82",2,"0","3.2406"
8005,"CA-2014-143210","2014-12-01","2014-12-03","First Class","AA-10645","FUR-FU-10003878","45.84",3,"0","15.5856"
8004,"CA-2014-143210","2014-12-01","2014-12-03","First Class","AA-10645","TEC-PH-10004434","271.9",2,"0","78.851"
